|104|,|3|,|175|,|859|,|556|,|9882.79|,|9275|,|2007-08-01|,|Referente a 175 horas do mês de julho de 2007 de alocação de recurso java para o desenvolvimento de sistemas para a área de Vendas.|,|10|,|16|
|105|,|7043|,|258|,|1177|,|557|,|2199.66|,|2166.67|,|2007-08-06|,|Parcela 2 de 12 referente a OS 002 de hospedagem. manutenção preventiva. corretiva e evolutiva (500 hrs) do Portal UFI.|,|8|,|16|
|106|,|7039|,|251|,|1236|,|0|,|336|,|336|,|2007-08-06|,|Publicação do Clipping Julho/07|,|10|,|0|
|107|,|7048|,|270|,|1157|,|0|,|2640|,|2640|,|2007-08-02|,|Parcela 2/10 de Sistemas Web Doup|,|13|,|0|
|108|,|7040|,|252|,|1079|,|558|,|2968.02|,|2923.5|,|2007-08-07|,|Parcela 03 de 04. referente a OS 001 que contempla o desenvolvimento e a implantação do SPO - Sistema de Pedidos Online da Compactor.|,|14|,|16|
|109|,|7035|,|273|,|1173|,|560|,|7160.36|,|6720|,|2007-08-07|,|Referente a OS 002 que contempla o desenvolvimento e a implantação de sistemas.|,|6|,|21|
|110|,|46|,|113|,|1175|,|0|,|3056|,|3056|,|2007-08-13|,|OS011 – Refactoring / Redesign do Website e Administração - parcela 2/3|,|10|,|0|
|111|,|2|,|102|,|1202|,|567|,|2912|,|2868.32|,|2007-08-16|,|Parcela 2 de 2 referente a OS 16 de desenvolvimento e implantação de upgrade na versão 2.0 do sisconDJ MT|,|10|,|16|
|112|,|2|,|102|,|1202|,|568|,|1700|,|1674.5|,|2007-08-16|,|Parcela referente a manutenção do mês de julho-agosto/2007 das funcionalidades existentes no SisconDJ instalado no TJMT|,|0|,|16|
|113|,|7031|,|149|,|425|,|569|,|1700|,|1674.5|,|2007-08-16|,|Parcela referente a manutenção do mês de julho-agosto/2007 das funcionalidades existentes no SisconDJ instalado no TJAM.|,|0|,|16|
|114|,|7046|,|263|,|1147|,|570|,|3650|,|3595.25|,|2007-08-16|,|Parcela 3 de 4 referente a OS 001 de transposição do fonte java do site atual Zion para o novo site desenvolvido pela Click.|,|14|,|21|
|115|,|3|,|175|,|1194|,|571|,|3090.04|,|2900|,|2007-08-16|,|Parcela 2 de 12 referente a OS 001 de suporte. manutenção preventiva. corretiva e evolutiva dos sistemas Toyota (600 hrs). Sistemas sobre a gestão de Vanderlei Caetano.|,|7|,|16|
|116|,|7055|,|281|,|1243|,|0|,|1380|,|1380|,|2007-08-20|,|Qualitec Consultoria Imobiliária Ltda. – Projeto – Redesing do Web Site www.qualitecimoveis.com.br. parcela 1/4|,|15|,|0|
|117|,|7054|,|280|,|1242|,|572|,|2097.65|,|2066.19|,|2007-08-20|,|Parcela 1 de 5 referente a OS 001 de Desenvolvimento e implantação do portal da empresa|,|15|,|21|
|118|,|7054|,|280|,|1242|,|573|,|524.42|,|516.55|,|2007-08-20|,|Parcela 1 de 5 referente a OS 001 de Desenvolvimento e implantação do portal da empresa.|,|15|,|21|
|119|,|7054|,|280|,|1242|,|574|,|524.42|,|516.55|,|2007-08-20|,|Parcela 1 de 5 referente a OS 001 de Desenvolvimento e implantação do portal da empresa.|,|15|,|21|
|120|,|7054|,|280|,|1242|,|575|,|524.42|,|516.55|,|2007-08-20|,|Parcela 1 de 5 referente a OS 001 de Desenvolvimento e implantação do portal da empresa.|,|15|,|21|
|121|,|7054|,|280|,|1242|,|576|,|1573.25|,|1305.8|,|2007-08-20|,|Parcela 1 de 5 referente a OS 001 de Desenvolvimento e implantação do portal da empresa.|,|15|,|21|
|122|,|7048|,|270|,|1157|,|0|,|2640|,|2640|,|2007-08-23|,|Parcela 3/10 de Sistemas Web Doup.|,|13|,|0|
|123|,|7050|,|275|,|1195|,|0|,|630|,|630|,|2007-08-27|,|Banco de 150 horas para a empresa Sina Enxovais. Parcela 2/10|,|15|,|0|
|124|,|7052|,|278|,|1234|,|0|,|936.66|,|936.66|,|2007-08-03|,|parcela 1/6 projeto website|,|15|,|0|
|125|,|7049|,|271|,|1260|,|0|,|595.2|,|595.2|,|2007-08-29|,|Em 3 pagamentos iguais de R$ 595.20 sendo o primeiro a vista em 30 e 60 dias após o primeiro pagamento.|,|10|,|0|
|126|,|7047|,|264|,|1150|,|579|,|2880.73|,|2837.52|,|2007-08-31|,|Parcela 03 de 05. referente a OS 001 que contempla Refactoring e Redesign do Website Chevrolet Nova e dos cinco Hotsites de frotistas mantidos pelo grupo (Citiclub. CIMEB. Central do Hoteleiro. Novartis e Unilever).|,|14|,|21|
|128|,|3|,|175|,|291|,|581|,|10955.8|,|10282|,|2007-09-03|,|Referente a 194 horas do mês de agosto/2007 de alocação do recurso Francisco Ogatha em análise/desenvolvimento de sistemas java.|,|10|,|16|
|129|,|3|,|175|,|859|,|582|,|10391|,|9752|,|2007-09-03|,|Referente a 184 horas do mês de agosto de 2007 de alocação de recurso java para o desenvolvimento de sistemas para a área de Vendas.|,|10|,|16|
|133|,|6796|,|282|,|1247|,|585|,|9589.77|,|9000|,|2007-09-03|,|Parcela 1 de 4 referente a OS 001 de Desenvolvimento e implantação do Sistema de Acompanhamento On-Line.|,|12|,|21|
|137|,|3|,|175|,|1266|,|588|,|6073.52|,|5700|,|2007-09-04|,|Parcela 1 de 2 referente a OS 012 de Consultoria em pesquisa e análise dos ERPs utilizados pelas concessionárias Toyota.|,|9|,|16|
|138|,|7028|,|240|,|1161|,|589|,|2411.17|,|2375|,|2007-09-04|,|Referente a OS 002 que contempla manutenção do sitema web SAPP – Sistema de Acompanhamento de Projeto Pedagógico.|,|10|,|16|
|139|,|6936|,|250|,|1050|,|590|,|5320|,|4992.82|,|2007-09-04|,|Desenvolvimento de sistema administrativo para o website da JICA – Agência de Cooperação Internacional do Japão.|,|10|,|16|
|140|,|7053|,|279|,|1238|,|591|,|6925.95|,|6500|,|2007-09-05|,|Referente à 125 horas do mês de agosto/2007 de alocação do recurso André Tinchant em análise/desenvolvimento de sistemas na linguagem .Net C#.

 |,|10|,|27|
|141|,|7053|,|279|,|1238|,|592|,|5370.27|,|5040|,|2007-09-05|,|Referente à 120 horas do mês de agosto/2007 de alocação do recurso Rodrigo Caio Salim Valenzuela em diagramação. recorte e construção em HTML.|,|10|,|27|
|142|,|7040|,|252|,|1079|,|593|,|2968.02|,|2923.5|,|2007-09-05|,|Parcela 04 de 04. referente a OS 001 que contempla o desenvolvimento e a implantação do SPO - Sistema de Pedidos Online da Compactor.|,|14|,|16|
|143|,|7040|,|252|,|1079|,|594|,|3192.33|,|2996|,|2007-09-05|,|Referente a OS 003 que contempla um upgrade no desenvolvimento e a implantação do SPO - Sistema de Pedidos Online da Compactor.|,|10|,|16|
|144|,|7035|,|257|,|1098|,|595|,|7160.36|,|6720|,|2007-09-05|,|Referente ao mês de Agosto/07 da OS 002 que contempla o desenvolvimento e a implantação de sistemas.|,|10|,|21|
|145|,|7052|,|278|,|1234|,|0|,|936.66|,|936.66|,|2007-09-05|,|parcela 2/6 projeto website|,|15|,|0|
|146|,|7043|,|258|,|1177|,|596|,|2199.66|,|2166.67|,|2007-09-11|,|Parcela 3 de 12 referente a OS 002 de hospedagem. manutenção preventiva. corretiva e evolutiva (500 hrs) do Portal UFI.|,|8|,|16|
|147|,|3|,|175|,|1194|,|597|,|3090.04|,|2900|,|2007-09-11|,|Parcela 3 de 12 referente a OS 001 de suporte. manutenção preventiva. corretiva e evolutiva dos sistemas Toyota (600 hrs). Sistemas sobre a gestão de Vanderlei Caetano.|,|7|,|16|
|148|,|6947|,|181|,|394|,|598|,|6245.46|,|5861.36|,|2007-09-12|,|Elaboracao de programas software. Conforme OS-SF-001. OS-SF-002. OS-SF-005. OS-SF-028.|,|6|,|21|
